name,average_price,item_name
Chile,8.72,"Meal at an Inexpensive Restaurant, Restaurants"
Chile,43.59,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Chile,7.63,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Chile,3.81,"Domestic Draft Beer (0.5 Liter), Restaurants"
Chile,4.36,"Imported Beer (0.33 Liter Bottle), Restaurants"
Chile,1.38,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Chile,1.07,"Bottled Water (0.33 Liter), Restaurants"
Chile,1.22,"Milk (Regular, 1 Liter), Markets"
Chile,1.57,"Fresh White Bread (500 g Loaf), Markets"
Chile,3.69,"Eggs (12, Large Size), Markets"
Chile,10.7,"Local Cheese (1 kg), Markets"
Chile,1.24,"Bottled Water (1.5 Liter), Markets"
Chile,5.45,"Bottle of Wine (Mid-Range), Markets"
Chile,1.5,"Domestic Beer (0.5 Liter Bottle), Markets"
Chile,2.28,"Imported Beer (0.33 Liter Bottle), Markets"
Chile,5.45,"Cigarettes (Pack of 20, Marlboro), Markets"
Chile,6.2,"Chicken Fillets (1 kg), Markets"
Chile,1.92,"Apples (1 kg), Markets"
Chile,1.83,"Oranges (1 kg), Markets"
Chile,1.33,"Potatoes (1 kg), Markets"
Chile,1.3,"Lettuce (1 Head), Markets"
Chile,2.99,"Cappuccino (Regular Size), Restaurants"
Chile,1.74,"White Rice (1 kg), Markets"
Chile,1.76,"Tomatoes (1 kg), Markets"
Chile,1.71,"Bananas (1 kg), Markets"
Chile,1.54,"Onions (1 kg), Markets"
Chile,11.2,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
China,2.83,"Meal at an Inexpensive Restaurant, Restaurants"
China,21.21,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
China,4.95,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
China,0.99,"Domestic Draft Beer (0.5 Liter), Restaurants"
China,2.12,"Imported Beer (0.33 Liter Bottle), Restaurants"
China,0.47,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
China,0.28,"Bottled Water (0.33 Liter), Restaurants"
China,1.79,"Milk (Regular, 1 Liter), Markets"
China,1.63,"Fresh White Bread (500 g Loaf), Markets"
China,1.57,"Eggs (12, Large Size), Markets"
China,13.05,"Local Cheese (1 kg), Markets"
China,0.56,"Bottled Water (1.5 Liter), Markets"
China,11.31,"Bottle of Wine (Mid-Range), Markets"
China,0.82,"Domestic Beer (0.5 Liter Bottle), Markets"
China,1.65,"Imported Beer (0.33 Liter Bottle), Markets"
China,3.54,"Cigarettes (Pack of 20, Marlboro), Markets"
China,3.35,"Chicken Fillets (1 kg), Markets"
China,1.81,"Apples (1 kg), Markets"
China,1.47,"Oranges (1 kg), Markets"
China,0.73,"Potatoes (1 kg), Markets"
China,0.6,"Lettuce (1 Head), Markets"
China,2.94,"Cappuccino (Regular Size), Restaurants"
China,0.93,"White Rice (1 kg), Markets"
China,1.19,"Tomatoes (1 kg), Markets"
China,1.24,"Bananas (1 kg), Markets"
China,0.9,"Onions (1 kg), Markets"
China,10.7,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Colombia,4.77,"Meal at an Inexpensive Restaurant, Restaurants"
Colombia,31.79,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Colombia,7.95,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Colombia,1.59,"Domestic Draft Beer (0.5 Liter), Restaurants"
Colombia,2.65,"Imported Beer (0.33 Liter Bottle), Restaurants"
Colombia,1.02,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Colombia,0.68,"Bottled Water (0.33 Liter), Restaurants"
Colombia,1.22,"Milk (Regular, 1 Liter), Markets"
Colombia,1.51,"Fresh White Bread (500 g Loaf), Markets"
Colombia,2.25,"Eggs (12, Large Size), Markets"
Colombia,5.18,"Local Cheese (1 kg), Markets"
Colombia,0.82,"Bottled Water (1.5 Liter), Markets"
Colombia,10.6,"Bottle of Wine (Mid-Range), Markets"
Colombia,1.2,"Domestic Beer (0.5 Liter Bottle), Markets"
Colombia,2.02,"Imported Beer (0.33 Liter Bottle), Markets"
Colombia,3.17,"Cigarettes (Pack of 20, Marlboro), Markets"
Colombia,5.78,"Chicken Fillets (1 kg), Markets"
Colombia,2.82,"Apples (1 kg), Markets"
Colombia,1.43,"Oranges (1 kg), Markets"
Colombia,1.15,"Potatoes (1 kg), Markets"
Colombia,0.91,"Lettuce (1 Head), Markets"
Colombia,1.75,"Cappuccino (Regular Size), Restaurants"
Colombia,1.26,"White Rice (1 kg), Markets"
Colombia,1.38,"Tomatoes (1 kg), Markets"
Colombia,1.11,"Bananas (1 kg), Markets"
Colombia,1.28,"Onions (1 kg), Markets"
Colombia,8.28,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Comoros,6.4,"Meal at an Inexpensive Restaurant, Restaurants"
Comoros,19.5,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Comoros,8.28,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Comoros,1.08,"Domestic Draft Beer (0.5 Liter), Restaurants"
Comoros,1.94,"Imported Beer (0.33 Liter Bottle), Restaurants"
Comoros,1.04,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Comoros,0.67,"Bottled Water (0.33 Liter), Restaurants"
Comoros,4.48,"Milk (Regular, 1 Liter), Markets"
Comoros,0.59,"Fresh White Bread (500 g Loaf), Markets"
Comoros,5.22,"Eggs (12, Large Size), Markets"
Comoros,8.01,"Local Cheese (1 kg), Markets"
Comoros,1.35,"Bottled Water (1.5 Liter), Markets"
Comoros,17.47,"Bottle of Wine (Mid-Range), Markets"
Comoros,0.99,"Domestic Beer (0.5 Liter Bottle), Markets"
Comoros,6.99,"Imported Beer (0.33 Liter Bottle), Markets"
Comoros,5.24,"Apples (1 kg), Markets"
Comoros,4.68,"Potatoes (1 kg), Markets"
Comoros,2.33,"Lettuce (1 Head), Markets"
Comoros,1.83,"Cappuccino (Regular Size), Restaurants"
Comoros,1.77,"White Rice (1 kg), Markets"
Comoros,4.29,"Tomatoes (1 kg), Markets"
Comoros,3.21,"Onions (1 kg), Markets"
Comoros,12.86,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Cook Islands,11.54,"Meal at an Inexpensive Restaurant, Restaurants"
Cook Islands,57.68,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Cook Islands,8.65,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Cook Islands,6.34,"Domestic Draft Beer (0.5 Liter), Restaurants"
Cook Islands,5.19,"Imported Beer (0.33 Liter Bottle), Restaurants"
Cook Islands,2.45,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Cook Islands,2.31,"Bottled Water (0.33 Liter), Restaurants"
Cook Islands,2.02,"Milk (Regular, 1 Liter), Markets"
Cook Islands,3.01,"Fresh White Bread (500 g Loaf), Markets"
Cook Islands,5.57,"Eggs (12, Large Size), Markets"
Cook Islands,9.42,"Local Cheese (1 kg), Markets"
Cook Islands,3.17,"Bottled Water (1.5 Liter), Markets"
Cook Islands,11.54,"Bottle of Wine (Mid-Range), Markets"
Cook Islands,3.46,"Domestic Beer (0.5 Liter Bottle), Markets"
Cook Islands,4.76,"Imported Beer (0.33 Liter Bottle), Markets"
Cook Islands,14.42,"Cigarettes (Pack of 20, Marlboro), Markets"
Cook Islands,7.5,"Chicken Fillets (1 kg), Markets"
Cook Islands,2.87,"Apples (1 kg), Markets"
Cook Islands,3.45,"Oranges (1 kg), Markets"
Cook Islands,2.31,"Potatoes (1 kg), Markets"
Cook Islands,2.02,"Lettuce (1 Head), Markets"
Cook Islands,3.97,"Cappuccino (Regular Size), Restaurants"
Cook Islands,1.59,"White Rice (1 kg), Markets"
Cook Islands,6.06,"Tomatoes (1 kg), Markets"
Cook Islands,2.31,"Bananas (1 kg), Markets"
Cook Islands,1.82,"Onions (1 kg), Markets"
Cook Islands,8.65,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Costa Rica,10.2,"Meal at an Inexpensive Restaurant, Restaurants"
Costa Rica,56.51,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Costa Rica,10.2,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Costa Rica,3.06,"Domestic Draft Beer (0.5 Liter), Restaurants"
Costa Rica,4.49,"Imported Beer (0.33 Liter Bottle), Restaurants"
Costa Rica,2.13,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Costa Rica,1.73,"Bottled Water (0.33 Liter), Restaurants"
Costa Rica,2.17,"Milk (Regular, 1 Liter), Markets"
Costa Rica,3.24,"Fresh White Bread (500 g Loaf), Markets"
Costa Rica,3.49,"Eggs (12, Large Size), Markets"
Costa Rica,9.54,"Local Cheese (1 kg), Markets"
Costa Rica,2.59,"Bottled Water (1.5 Liter), Markets"
Costa Rica,15.6,"Bottle of Wine (Mid-Range), Markets"
Costa Rica,2.43,"Domestic Beer (0.5 Liter Bottle), Markets"
Costa Rica,2.94,"Imported Beer (0.33 Liter Bottle), Markets"
Costa Rica,5.1,"Cigarettes (Pack of 20, Marlboro), Markets"
Costa Rica,9.64,"Chicken Fillets (1 kg), Markets"
Costa Rica,4.71,"Apples (1 kg), Markets"
Costa Rica,3.36,"Oranges (1 kg), Markets"
Costa Rica,3.05,"Potatoes (1 kg), Markets"
Costa Rica,1.05,"Lettuce (1 Head), Markets"
Costa Rica,4.06,"Cappuccino (Regular Size), Restaurants"
Costa Rica,2.51,"White Rice (1 kg), Markets"
Costa Rica,3.16,"Tomatoes (1 kg), Markets"
Costa Rica,1.58,"Bananas (1 kg), Markets"
Costa Rica,2.87,"Onions (1 kg), Markets"
Costa Rica,13.62,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Croatia,13.97,"Meal at an Inexpensive Restaurant, Restaurants"
Croatia,69.87,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Croatia,9.32,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Croatia,4.08,"Domestic Draft Beer (0.5 Liter), Restaurants"
Croatia,4.66,"Imported Beer (0.33 Liter Bottle), Restaurants"
Croatia,3.13,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Croatia,2.45,"Bottled Water (0.33 Liter), Restaurants"
Croatia,1.25,"Milk (Regular, 1 Liter), Markets"
Croatia,1.68,"Fresh White Bread (500 g Loaf), Markets"
Croatia,3.87,"Eggs (12, Large Size), Markets"
Croatia,12.23,"Local Cheese (1 kg), Markets"
Croatia,1.32,"Bottled Water (1.5 Liter), Markets"
Croatia,8.15,"Bottle of Wine (Mid-Range), Markets"
Croatia,1.73,"Domestic Beer (0.5 Liter Bottle), Markets"
Croatia,2.21,"Imported Beer (0.33 Liter Bottle), Markets"
Croatia,5.82,"Cigarettes (Pack of 20, Marlboro), Markets"
Croatia,10.04,"Chicken Fillets (1 kg), Markets"
Croatia,1.85,"Apples (1 kg), Markets"
Croatia,1.99,"Oranges (1 kg), Markets"
Croatia,1.39,"Potatoes (1 kg), Markets"
Croatia,1.28,"Lettuce (1 Head), Markets"
Croatia,2.61,"Cappuccino (Regular Size), Restaurants"
Croatia,3.14,"White Rice (1 kg), Markets"
Croatia,2.66,"Tomatoes (1 kg), Markets"
Croatia,1.74,"Bananas (1 kg), Markets"
Croatia,1.29,"Onions (1 kg), Markets"
Croatia,13.07,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Cuba,6,"Meal at an Inexpensive Restaurant, Restaurants"
Cuba,25,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Cuba,6.68,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Cuba,2,"Domestic Draft Beer (0.5 Liter), Restaurants"
Cuba,2.72,"Imported Beer (0.33 Liter Bottle), Restaurants"
Cuba,1.84,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Cuba,1.22,"Bottled Water (0.33 Liter), Restaurants"
Cuba,2.76,"Milk (Regular, 1 Liter), Markets"
Cuba,1.23,"Fresh White Bread (500 g Loaf), Markets"
Cuba,3.25,"Eggs (12, Large Size), Markets"
Cuba,5.94,"Local Cheese (1 kg), Markets"
Cuba,1.01,"Bottled Water (1.5 Liter), Markets"
Cuba,10,"Bottle of Wine (Mid-Range), Markets"
Cuba,1.9,"Domestic Beer (0.5 Liter Bottle), Markets"
Cuba,2.12,"Imported Beer (0.33 Liter Bottle), Markets"
Cuba,3.5,"Cigarettes (Pack of 20, Marlboro), Markets"
Cuba,5.38,"Chicken Fillets (1 kg), Markets"
Cuba,4.46,"Apples (1 kg), Markets"
Cuba,1.65,"Oranges (1 kg), Markets"
Cuba,1.79,"Potatoes (1 kg), Markets"
Cuba,0.92,"Lettuce (1 Head), Markets"
Cuba,1.66,"Cappuccino (Regular Size), Restaurants"
Cuba,2.11,"White Rice (1 kg), Markets"
Cuba,1.64,"Tomatoes (1 kg), Markets"
Cuba,1.15,"Bananas (1 kg), Markets"
Cuba,2.37,"Onions (1 kg), Markets"
Cuba,10.61,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Curacao,15.88,"Meal at an Inexpensive Restaurant, Restaurants"
Curacao,78.21,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Curacao,10.06,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Curacao,5.79,"Domestic Draft Beer (0.5 Liter), Restaurants"
Curacao,5.03,"Imported Beer (0.33 Liter Bottle), Restaurants"
Curacao,2.99,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Curacao,1.76,"Bottled Water (0.33 Liter), Restaurants"
Curacao,1.66,"Milk (Regular, 1 Liter), Markets"
Curacao,2.32,"Fresh White Bread (500 g Loaf), Markets"
Curacao,3.76,"Eggs (12, Large Size), Markets"
Curacao,16.72,"Local Cheese (1 kg), Markets"
Curacao,2.58,"Bottled Water (1.5 Liter), Markets"
Curacao,13.97,"Bottle of Wine (Mid-Range), Markets"
Curacao,2.51,"Domestic Beer (0.5 Liter Bottle), Markets"
Curacao,2.2,"Imported Beer (0.33 Liter Bottle), Markets"
Curacao,9.08,"Cigarettes (Pack of 20, Marlboro), Markets"
Curacao,7.81,"Chicken Fillets (1 kg), Markets"
Curacao,4.93,"Apples (1 kg), Markets"
Curacao,3.35,"Potatoes (1 kg), Markets"
Curacao,1.89,"Lettuce (1 Head), Markets"
Curacao,3.53,"Cappuccino (Regular Size), Restaurants"
Curacao,3.91,"White Rice (1 kg), Markets"
Curacao,2.93,"Bananas (1 kg), Markets"
Curacao,2.32,"Onions (1 kg), Markets"
Curacao,12.43,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Cyprus,17.47,"Meal at an Inexpensive Restaurant, Restaurants"
Cyprus,69.87,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Cyprus,9.32,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Cyprus,4.66,"Domestic Draft Beer (0.5 Liter), Restaurants"
Cyprus,5.71,"Imported Beer (0.33 Liter Bottle), Restaurants"
Cyprus,1.98,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Cyprus,1.13,"Bottled Water (0.33 Liter), Restaurants"
Cyprus,1.93,"Milk (Regular, 1 Liter), Markets"
Cyprus,2.04,"Fresh White Bread (500 g Loaf), Markets"
Cyprus,4.48,"Eggs (12, Large Size), Markets"
Cyprus,14.06,"Local Cheese (1 kg), Markets"
Cyprus,1.14,"Bottled Water (1.5 Liter), Markets"
Cyprus,8.15,"Bottle of Wine (Mid-Range), Markets"
Cyprus,1.8,"Domestic Beer (0.5 Liter Bottle), Markets"
Cyprus,2.63,"Imported Beer (0.33 Liter Bottle), Markets"
Cyprus,5.82,"Cigarettes (Pack of 20, Marlboro), Markets"
Cyprus,9.2,"Chicken Fillets (1 kg), Markets"
Cyprus,3.22,"Apples (1 kg), Markets"
Cyprus,2.4,"Oranges (1 kg), Markets"
Cyprus,1.68,"Potatoes (1 kg), Markets"
Cyprus,0.98,"Lettuce (1 Head), Markets"
Cyprus,3.94,"Cappuccino (Regular Size), Restaurants"
Cyprus,2.93,"White Rice (1 kg), Markets"
Cyprus,3.27,"Tomatoes (1 kg), Markets"
Cyprus,2.15,"Bananas (1 kg), Markets"
Cyprus,1.54,"Onions (1 kg), Markets"
Cyprus,13.86,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Czech Republic,9.62,"Meal at an Inexpensive Restaurant, Restaurants"
Czech Republic,48.09,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Czech Republic,9.38,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Czech Republic,2.4,"Domestic Draft Beer (0.5 Liter), Restaurants"
Czech Republic,2.89,"Imported Beer (0.33 Liter Bottle), Restaurants"
Czech Republic,1.93,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Czech Republic,1.58,"Bottled Water (0.33 Liter), Restaurants"
Czech Republic,1.24,"Milk (Regular, 1 Liter), Markets"
Czech Republic,1.71,"Fresh White Bread (500 g Loaf), Markets"
Czech Republic,3.41,"Eggs (12, Large Size), Markets"
Czech Republic,13.13,"Local Cheese (1 kg), Markets"
Czech Republic,0.86,"Bottled Water (1.5 Liter), Markets"
Czech Republic,7.21,"Bottle of Wine (Mid-Range), Markets"
Czech Republic,0.98,"Domestic Beer (0.5 Liter Bottle), Markets"
Czech Republic,2.03,"Imported Beer (0.33 Liter Bottle), Markets"
Czech Republic,7.69,"Cigarettes (Pack of 20, Marlboro), Markets"
Czech Republic,9.65,"Chicken Fillets (1 kg), Markets"
Czech Republic,1.73,"Apples (1 kg), Markets"
Czech Republic,2.28,"Oranges (1 kg), Markets"
Czech Republic,1.44,"Potatoes (1 kg), Markets"
Czech Republic,1.51,"Lettuce (1 Head), Markets"
Czech Republic,3.28,"Cappuccino (Regular Size), Restaurants"
Czech Republic,2.61,"White Rice (1 kg), Markets"
Czech Republic,3.68,"Tomatoes (1 kg), Markets"
Czech Republic,1.84,"Bananas (1 kg), Markets"
Czech Republic,1.16,"Onions (1 kg), Markets"
Czech Republic,13.87,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Democratic Republic of the Congo,15,"Meal at an Inexpensive Restaurant, Restaurants"
Democratic Republic of the Congo,100,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Democratic Republic of the Congo,10,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Democratic Republic of the Congo,2,"Domestic Draft Beer (0.5 Liter), Restaurants"
Democratic Republic of the Congo,3.5,"Imported Beer (0.33 Liter Bottle), Restaurants"
Democratic Republic of the Congo,1.79,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Democratic Republic of the Congo,1.5,"Bottled Water (0.33 Liter), Restaurants"
Democratic Republic of the Congo,2.17,"Milk (Regular, 1 Liter), Markets"
Democratic Republic of the Congo,1.62,"Fresh White Bread (500 g Loaf), Markets"
Democratic Republic of the Congo,3.34,"Eggs (12, Large Size), Markets"
Democratic Republic of the Congo,6.91,"Local Cheese (1 kg), Markets"
Democratic Republic of the Congo,0.98,"Bottled Water (1.5 Liter), Markets"
Democratic Republic of the Congo,15,"Bottle of Wine (Mid-Range), Markets"
Democratic Republic of the Congo,1.67,"Domestic Beer (0.5 Liter Bottle), Markets"
Democratic Republic of the Congo,3.2,"Imported Beer (0.33 Liter Bottle), Markets"
Democratic Republic of the Congo,4.5,"Cigarettes (Pack of 20, Marlboro), Markets"
Democratic Republic of the Congo,7.54,"Chicken Fillets (1 kg), Markets"
Democratic Republic of the Congo,3.02,"Apples (1 kg), Markets"
Democratic Republic of the Congo,3.36,"Oranges (1 kg), Markets"
Democratic Republic of the Congo,2.39,"Potatoes (1 kg), Markets"
Democratic Republic of the Congo,1.62,"Lettuce (1 Head), Markets"
Democratic Republic of the Congo,5.33,"Cappuccino (Regular Size), Restaurants"
Democratic Republic of the Congo,2.36,"White Rice (1 kg), Markets"
Democratic Republic of the Congo,2.79,"Tomatoes (1 kg), Markets"
Democratic Republic of the Congo,2.1,"Bananas (1 kg), Markets"
Democratic Republic of the Congo,2.81,"Onions (1 kg), Markets"
Democratic Republic of the Congo,9.88,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Denmark,23.39,"Meal at an Inexpensive Restaurant, Restaurants"
Denmark,109.14,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Denmark,14.81,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Denmark,8.58,"Domestic Draft Beer (0.5 Liter), Restaurants"
Denmark,7.8,"Imported Beer (0.33 Liter Bottle), Restaurants"
Denmark,4.23,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Denmark,3.22,"Bottled Water (0.33 Liter), Restaurants"
Denmark,2.15,"Milk (Regular, 1 Liter), Markets"
Denmark,3.57,"Fresh White Bread (500 g Loaf), Markets"
Denmark,5.06,"Eggs (12, Large Size), Markets"
Denmark,14.97,"Local Cheese (1 kg), Markets"
Denmark,1.51,"Bottled Water (1.5 Liter), Markets"
Denmark,10.13,"Bottle of Wine (Mid-Range), Markets"
Denmark,1.95,"Domestic Beer (0.5 Liter Bottle), Markets"
Denmark,2.63,"Imported Beer (0.33 Liter Bottle), Markets"
Denmark,10.13,"Cigarettes (Pack of 20, Marlboro), Markets"
Denmark,12.43,"Chicken Fillets (1 kg), Markets"
Denmark,3.32,"Apples (1 kg), Markets"
Denmark,3.75,"Oranges (1 kg), Markets"
Denmark,2.28,"Potatoes (1 kg), Markets"
Denmark,2.19,"Lettuce (1 Head), Markets"
Denmark,6.54,"Cappuccino (Regular Size), Restaurants"
Denmark,2.52,"White Rice (1 kg), Markets"
Denmark,5,"Tomatoes (1 kg), Markets"
Denmark,3.31,"Bananas (1 kg), Markets"
Denmark,2.03,"Onions (1 kg), Markets"
Denmark,19.21,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Djibouti,9.84,"Meal at an Inexpensive Restaurant, Restaurants"
Djibouti,81.57,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Djibouti,12.66,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Djibouti,5.63,"Domestic Draft Beer (0.5 Liter), Restaurants"
Djibouti,8.44,"Imported Beer (0.33 Liter Bottle), Restaurants"
Djibouti,1.9,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Djibouti,1.88,"Bottled Water (0.33 Liter), Restaurants"
Djibouti,2.53,"Milk (Regular, 1 Liter), Markets"
Djibouti,9.28,"Fresh White Bread (500 g Loaf), Markets"
Djibouti,6.86,"Eggs (12, Large Size), Markets"
Djibouti,9.56,"Local Cheese (1 kg), Markets"
Djibouti,0.56,"Bottled Water (1.5 Liter), Markets"
Djibouti,21.1,"Bottle of Wine (Mid-Range), Markets"
Djibouti,2.35,"Domestic Beer (0.5 Liter Bottle), Markets"
Djibouti,3.53,"Imported Beer (0.33 Liter Bottle), Markets"
Djibouti,2.71,"Cigarettes (Pack of 20, Marlboro), Markets"
Djibouti,18.19,"Chicken Fillets (1 kg), Markets"
Djibouti,3.75,"Apples (1 kg), Markets"
Djibouti,2.81,"Oranges (1 kg), Markets"
Djibouti,1.22,"Potatoes (1 kg), Markets"
Djibouti,5.63,"Lettuce (1 Head), Markets"
Djibouti,3.66,"Cappuccino (Regular Size), Restaurants"
Djibouti,3.77,"White Rice (1 kg), Markets"
Djibouti,1.59,"Tomatoes (1 kg), Markets"
Djibouti,1.22,"Bananas (1 kg), Markets"
Djibouti,1.37,"Onions (1 kg), Markets"
Djibouti,12.09,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Dominica,7.4,"Meal at an Inexpensive Restaurant, Restaurants"
Dominica,55.5,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Dominica,6.66,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Dominica,1.85,"Domestic Draft Beer (0.5 Liter), Restaurants"
Dominica,3.33,"Imported Beer (0.33 Liter Bottle), Restaurants"
Dominica,2.41,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Dominica,2.13,"Bottled Water (0.33 Liter), Restaurants"
Dominica,3.19,"Milk (Regular, 1 Liter), Markets"
Dominica,2.22,"Fresh White Bread (500 g Loaf), Markets"
Dominica,5.6,"Eggs (12, Large Size), Markets"
Dominica,2.47,"Local Cheese (1 kg), Markets"
Dominica,2.65,"Bottled Water (1.5 Liter), Markets"
Dominica,11.1,"Bottle of Wine (Mid-Range), Markets"
Dominica,2.33,"Domestic Beer (0.5 Liter Bottle), Markets"
Dominica,2.87,"Imported Beer (0.33 Liter Bottle), Markets"
Dominica,7.4,"Cigarettes (Pack of 20, Marlboro), Markets"
Dominica,10.53,"Chicken Fillets (1 kg), Markets"
Dominica,7.65,"Apples (1 kg), Markets"
Dominica,4.62,"Oranges (1 kg), Markets"
Dominica,3.39,"Potatoes (1 kg), Markets"
Dominica,1.94,"Lettuce (1 Head), Markets"
Dominica,3.75,"Cappuccino (Regular Size), Restaurants"
Dominica,1.48,"White Rice (1 kg), Markets"
Dominica,5.14,"Tomatoes (1 kg), Markets"
Dominica,2.81,"Bananas (1 kg), Markets"
Dominica,3.03,"Onions (1 kg), Markets"
Dominica,13.09,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Dominican Republic,7.88,"Meal at an Inexpensive Restaurant, Restaurants"
Dominican Republic,47.28,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Dominican Republic,7.09,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Dominican Republic,2.36,"Domestic Draft Beer (0.5 Liter), Restaurants"
Dominican Republic,4.73,"Imported Beer (0.33 Liter Bottle), Restaurants"
Dominican Republic,0.97,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Dominican Republic,0.73,"Bottled Water (0.33 Liter), Restaurants"
Dominican Republic,1.31,"Milk (Regular, 1 Liter), Markets"
Dominican Republic,1.63,"Fresh White Bread (500 g Loaf), Markets"
Dominican Republic,1.89,"Eggs (12, Large Size), Markets"
Dominican Republic,7.77,"Local Cheese (1 kg), Markets"
Dominican Republic,0.82,"Bottled Water (1.5 Liter), Markets"
Dominican Republic,11.82,"Bottle of Wine (Mid-Range), Markets"
Dominican Republic,2.62,"Domestic Beer (0.5 Liter Bottle), Markets"
Dominican Republic,2.99,"Imported Beer (0.33 Liter Bottle), Markets"
Dominican Republic,5.52,"Cigarettes (Pack of 20, Marlboro), Markets"
Dominican Republic,5.57,"Chicken Fillets (1 kg), Markets"
Dominican Republic,3.02,"Apples (1 kg), Markets"
Dominican Republic,2.79,"Oranges (1 kg), Markets"
Dominican Republic,2.24,"Potatoes (1 kg), Markets"
Dominican Republic,1.03,"Lettuce (1 Head), Markets"
Dominican Republic,1.96,"Cappuccino (Regular Size), Restaurants"
