"","Country","average_price","item_name"
"971","Cambodia",1.33,"Bananas (1 kg), Markets"
"972","Cambodia",1.1,"Onions (1 kg), Markets"
"973","Cambodia",9.41,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"974","Cameroon",5.33,"Meal at an Inexpensive Restaurant, Restaurants"
"975","Cameroon",102.08,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"976","Cameroon",5.33,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"977","Cameroon",1.24,"Domestic Draft Beer (0.5 Liter), Restaurants"
"978","Cameroon",2.66,"Imported Beer (0.33 Liter Bottle), Restaurants"
"979","Cameroon",1.56,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"980","Cameroon",0.7,"Bottled Water (0.33 Liter), Restaurants"
"981","Cameroon",2.75,"Milk (Regular, 1 Liter), Markets"
"982","Cameroon",0.72,"Fresh White Bread (500 g Loaf), Markets"
"983","Cameroon",2.09,"Eggs (12, Large Size), Markets"
"984","Cameroon",15.32,"Local Cheese (1 kg), Markets"
"985","Cameroon",0.71,"Bottled Water (1.5 Liter), Markets"
"986","Cameroon",8.88,"Bottle of Wine (Mid-Range), Markets"
"987","Cameroon",1.38,"Domestic Beer (0.5 Liter Bottle), Markets"
"988","Cameroon",1.97,"Imported Beer (0.33 Liter Bottle), Markets"
"989","Cameroon",1.78,"Cigarettes (Pack of 20, Marlboro), Markets"
"990","Cameroon",5.61,"Chicken Fillets (1 kg), Markets"
"991","Cameroon",3.45,"Apples (1 kg), Markets"
"992","Cameroon",1.67,"Oranges (1 kg), Markets"
"993","Cameroon",1.93,"Potatoes (1 kg), Markets"
"994","Cameroon",0.73,"Lettuce (1 Head), Markets"
"995","Cameroon",1.94,"Cappuccino (Regular Size), Restaurants"
"996","Cameroon",1.71,"White Rice (1 kg), Markets"
"997","Cameroon",1.41,"Tomatoes (1 kg), Markets"
"998","Cameroon",1.57,"Bananas (1 kg), Markets"
"999","Cameroon",1.68,"Onions (1 kg), Markets"
"1000","Cameroon",5.97,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1001","Canada",17.92,"Meal at an Inexpensive Restaurant, Restaurants"
"1002","Canada",71.66,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"1003","Canada",10.75,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"1004","Canada",5.73,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1005","Canada",5.73,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1006","Canada",2.08,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1007","Canada",1.68,"Bottled Water (0.33 Liter), Restaurants"
"1008","Canada",2.21,"Milk (Regular, 1 Liter), Markets"
"1009","Canada",2.64,"Fresh White Bread (500 g Loaf), Markets"
"1010","Canada",3.47,"Eggs (12, Large Size), Markets"
"1011","Canada",11.1,"Local Cheese (1 kg), Markets"
"1012","Canada",1.76,"Bottled Water (1.5 Liter), Markets"
"1013","Canada",12.9,"Bottle of Wine (Mid-Range), Markets"
"1014","Canada",2.9,"Domestic Beer (0.5 Liter Bottle), Markets"
"1015","Canada",3.24,"Imported Beer (0.33 Liter Bottle), Markets"
"1016","Canada",14.33,"Cigarettes (Pack of 20, Marlboro), Markets"
"1017","Canada",11.98,"Chicken Fillets (1 kg), Markets"
"1018","Canada",4.1,"Apples (1 kg), Markets"
"1019","Canada",3.87,"Oranges (1 kg), Markets"
"1020","Canada",2.68,"Potatoes (1 kg), Markets"
"1021","Canada",2.56,"Lettuce (1 Head), Markets"
"1022","Canada",3.76,"Cappuccino (Regular Size), Restaurants"
"1023","Canada",3.62,"White Rice (1 kg), Markets"
"1024","Canada",4.05,"Tomatoes (1 kg), Markets"
"1025","Canada",1.44,"Bananas (1 kg), Markets"
"1026","Canada",2.6,"Onions (1 kg), Markets"
"1027","Canada",15.05,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1028","Cape Verde",5.81,"Meal at an Inexpensive Restaurant, Restaurants"
"1029","Cape Verde",52.85,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"1030","Cape Verde",6.87,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"1031","Cape Verde",3.49,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1032","Cape Verde",2.22,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1033","Cape Verde",2.22,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1034","Cape Verde",1.21,"Bottled Water (0.33 Liter), Restaurants"
"1035","Cape Verde",1.43,"Milk (Regular, 1 Liter), Markets"
"1036","Cape Verde",1.81,"Fresh White Bread (500 g Loaf), Markets"
"1037","Cape Verde",2.49,"Eggs (12, Large Size), Markets"
"1038","Cape Verde",14.63,"Local Cheese (1 kg), Markets"
"1039","Cape Verde",1.17,"Bottled Water (1.5 Liter), Markets"
"1040","Cape Verde",8.46,"Bottle of Wine (Mid-Range), Markets"
"1041","Cape Verde",2.2,"Domestic Beer (0.5 Liter Bottle), Markets"
"1042","Cape Verde",1.92,"Imported Beer (0.33 Liter Bottle), Markets"
"1043","Cape Verde",5.29,"Cigarettes (Pack of 20, Marlboro), Markets"
"1044","Cape Verde",9.51,"Chicken Fillets (1 kg), Markets"
"1045","Cape Verde",3.02,"Apples (1 kg), Markets"
"1046","Cape Verde",2.95,"Oranges (1 kg), Markets"
"1047","Cape Verde",1.5,"Potatoes (1 kg), Markets"
"1048","Cape Verde",1.48,"Lettuce (1 Head), Markets"
"1049","Cape Verde",2.06,"Cappuccino (Regular Size), Restaurants"
"1050","Cape Verde",1.88,"White Rice (1 kg), Markets"
"1051","Cape Verde",4.37,"Tomatoes (1 kg), Markets"
"1052","Cape Verde",2.58,"Bananas (1 kg), Markets"
"1053","Cape Verde",1.83,"Onions (1 kg), Markets"
"1054","Cape Verde",19.17,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1055","Cayman Islands",25.79,"Meal at an Inexpensive Restaurant, Restaurants"
"1056","Cayman Islands",143.96,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"1057","Cayman Islands",14.4,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"1058","Cayman Islands",9,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1059","Cayman Islands",7.2,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1060","Cayman Islands",3.72,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1061","Cayman Islands",3.14,"Bottled Water (0.33 Liter), Restaurants"
"1062","Cayman Islands",2.6,"Milk (Regular, 1 Liter), Markets"
"1063","Cayman Islands",6.18,"Fresh White Bread (500 g Loaf), Markets"
"1064","Cayman Islands",8.87,"Eggs (12, Large Size), Markets"
"1065","Cayman Islands",12.61,"Local Cheese (1 kg), Markets"
"1066","Cayman Islands",3.06,"Bottled Water (1.5 Liter), Markets"
"1067","Cayman Islands",23.99,"Bottle of Wine (Mid-Range), Markets"
"1068","Cayman Islands",4.18,"Domestic Beer (0.5 Liter Bottle), Markets"
"1069","Cayman Islands",5.5,"Imported Beer (0.33 Liter Bottle), Markets"
"1070","Cayman Islands",15,"Cigarettes (Pack of 20, Marlboro), Markets"
"1071","Cayman Islands",17.63,"Chicken Fillets (1 kg), Markets"
"1072","Cayman Islands",11.37,"Apples (1 kg), Markets"
"1073","Cayman Islands",8.24,"Oranges (1 kg), Markets"
"1074","Cayman Islands",5.74,"Potatoes (1 kg), Markets"
"1075","Cayman Islands",5.9,"Lettuce (1 Head), Markets"
"1076","Cayman Islands",6.75,"Cappuccino (Regular Size), Restaurants"
"1077","Cayman Islands",6.12,"White Rice (1 kg), Markets"
"1078","Cayman Islands",8.25,"Tomatoes (1 kg), Markets"
"1079","Cayman Islands",4.65,"Bananas (1 kg), Markets"
"1080","Cayman Islands",5.54,"Onions (1 kg), Markets"
"1081","Cayman Islands",16.82,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1082","Central African Republic",3.55,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1083","Central African Republic",5.33,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1084","Central African Republic",1.78,"Bottled Water (0.33 Liter), Restaurants"
"1085","Central African Republic",5.33,"Milk (Regular, 1 Liter), Markets"
"1086","Central African Republic",4.44,"Fresh White Bread (500 g Loaf), Markets"
"1087","Central African Republic",5.33,"Eggs (12, Large Size), Markets"
"1088","Central African Republic",8.88,"Local Cheese (1 kg), Markets"
"1089","Central African Republic",2.66,"Bottled Water (1.5 Liter), Markets"
"1090","Central African Republic",11.98,"Bottle of Wine (Mid-Range), Markets"
"1091","Central African Republic",6.21,"Domestic Beer (0.5 Liter Bottle), Markets"
"1092","Central African Republic",4.44,"Imported Beer (0.33 Liter Bottle), Markets"
"1093","Central African Republic",4.44,"Cigarettes (Pack of 20, Marlboro), Markets"
"1094","Central African Republic",8.88,"Chicken Fillets (1 kg), Markets"
"1095","Central African Republic",7.1,"Oranges (1 kg), Markets"
"1096","Central African Republic",4.44,"Potatoes (1 kg), Markets"
"1097","Central African Republic",2.66,"Lettuce (1 Head), Markets"
"1098","Central African Republic",4.44,"White Rice (1 kg), Markets"
"1099","Central African Republic",5.33,"Tomatoes (1 kg), Markets"
"1100","Central African Republic",6.21,"Onions (1 kg), Markets"
"1101","Central African Republic",3.55,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1102","Chad",8.88,"Meal at an Inexpensive Restaurant, Restaurants"
"1103","Chad",1.33,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1104","Chad",1.78,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1105","Chad",0.89,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1106","Chad",0.89,"Bottled Water (0.33 Liter), Restaurants"
"1107","Chad",3.76,"Milk (Regular, 1 Liter), Markets"
"1108","Chad",0.36,"Fresh White Bread (500 g Loaf), Markets"
"1109","Chad",2.13,"Eggs (12, Large Size), Markets"
"1110","Chad",3.55,"Local Cheese (1 kg), Markets"
"1111","Chad",2.07,"Bottled Water (1.5 Liter), Markets"
"1112","Chad",7.99,"Bottle of Wine (Mid-Range), Markets"
"1113","Chad",1.39,"Domestic Beer (0.5 Liter Bottle), Markets"
"1114","Chad",1.78,"Imported Beer (0.33 Liter Bottle), Markets"
"1115","Chad",1.02,"Cigarettes (Pack of 20, Marlboro), Markets"
"1116","Chad",7.1,"Chicken Fillets (1 kg), Markets"
"1117","Chad",4.88,"Apples (1 kg), Markets"
"1118","Chad",2.66,"Oranges (1 kg), Markets"
"1119","Chad",1.66,"Potatoes (1 kg), Markets"
"1120","Chad",0.53,"Lettuce (1 Head), Markets"
"1121","Chad",0.89,"Cappuccino (Regular Size), Restaurants"
"1122","Chad",3.55,"White Rice (1 kg), Markets"
"1123","Chad",2.54,"Tomatoes (1 kg), Markets"
"1124","Chad",2.22,"Bananas (1 kg), Markets"
"1125","Chad",1.66,"Onions (1 kg), Markets"
"1126","Chad",3.73,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1127","Chile",8.72,"Meal at an Inexpensive Restaurant, Restaurants"
"1128","Chile",43.59,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"1129","Chile",7.63,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"1130","Chile",3.81,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1131","Chile",4.36,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1132","Chile",1.38,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1133","Chile",1.07,"Bottled Water (0.33 Liter), Restaurants"
"1134","Chile",1.22,"Milk (Regular, 1 Liter), Markets"
"1135","Chile",1.57,"Fresh White Bread (500 g Loaf), Markets"
"1136","Chile",3.69,"Eggs (12, Large Size), Markets"
"1137","Chile",10.7,"Local Cheese (1 kg), Markets"
"1138","Chile",1.24,"Bottled Water (1.5 Liter), Markets"
"1139","Chile",5.45,"Bottle of Wine (Mid-Range), Markets"
"1140","Chile",1.5,"Domestic Beer (0.5 Liter Bottle), Markets"
"1141","Chile",2.28,"Imported Beer (0.33 Liter Bottle), Markets"
"1142","Chile",5.45,"Cigarettes (Pack of 20, Marlboro), Markets"
"1143","Chile",6.2,"Chicken Fillets (1 kg), Markets"
"1144","Chile",1.92,"Apples (1 kg), Markets"
"1145","Chile",1.83,"Oranges (1 kg), Markets"
"1146","Chile",1.33,"Potatoes (1 kg), Markets"
"1147","Chile",1.3,"Lettuce (1 Head), Markets"
"1148","Chile",2.99,"Cappuccino (Regular Size), Restaurants"
"1149","Chile",1.74,"White Rice (1 kg), Markets"
"1150","Chile",1.76,"Tomatoes (1 kg), Markets"
"1151","Chile",1.71,"Bananas (1 kg), Markets"
"1152","Chile",1.54,"Onions (1 kg), Markets"
"1153","Chile",11.2,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1154","China",2.83,"Meal at an Inexpensive Restaurant, Restaurants"
"1155","China",21.21,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"1156","China",4.95,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"1157","China",0.99,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1158","China",2.12,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1159","China",0.47,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1160","China",0.28,"Bottled Water (0.33 Liter), Restaurants"
"1161","China",1.79,"Milk (Regular, 1 Liter), Markets"
"1162","China",1.63,"Fresh White Bread (500 g Loaf), Markets"
"1163","China",1.57,"Eggs (12, Large Size), Markets"
"1164","China",13.05,"Local Cheese (1 kg), Markets"
"1165","China",0.56,"Bottled Water (1.5 Liter), Markets"
"1166","China",11.31,"Bottle of Wine (Mid-Range), Markets"
"1167","China",0.82,"Domestic Beer (0.5 Liter Bottle), Markets"
"1168","China",1.65,"Imported Beer (0.33 Liter Bottle), Markets"
"1169","China",3.54,"Cigarettes (Pack of 20, Marlboro), Markets"
"1170","China",3.35,"Chicken Fillets (1 kg), Markets"
"1171","China",1.81,"Apples (1 kg), Markets"
"1172","China",1.47,"Oranges (1 kg), Markets"
"1173","China",0.73,"Potatoes (1 kg), Markets"
"1174","China",0.6,"Lettuce (1 Head), Markets"
"1175","China",2.94,"Cappuccino (Regular Size), Restaurants"
"1176","China",0.93,"White Rice (1 kg), Markets"
"1177","China",1.19,"Tomatoes (1 kg), Markets"
"1178","China",1.24,"Bananas (1 kg), Markets"
"1179","China",0.9,"Onions (1 kg), Markets"
"1180","China",10.7,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1181","Colombia",4.77,"Meal at an Inexpensive Restaurant, Restaurants"
"1182","Colombia",31.79,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"1183","Colombia",7.95,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"1184","Colombia",1.59,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1185","Colombia",2.65,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1186","Colombia",1.02,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1187","Colombia",0.68,"Bottled Water (0.33 Liter), Restaurants"
"1188","Colombia",1.22,"Milk (Regular, 1 Liter), Markets"
"1189","Colombia",1.51,"Fresh White Bread (500 g Loaf), Markets"
"1190","Colombia",2.25,"Eggs (12, Large Size), Markets"
"1191","Colombia",5.18,"Local Cheese (1 kg), Markets"
"1192","Colombia",0.82,"Bottled Water (1.5 Liter), Markets"
"1193","Colombia",10.6,"Bottle of Wine (Mid-Range), Markets"
"1194","Colombia",1.2,"Domestic Beer (0.5 Liter Bottle), Markets"
"1195","Colombia",2.02,"Imported Beer (0.33 Liter Bottle), Markets"
"1196","Colombia",3.17,"Cigarettes (Pack of 20, Marlboro), Markets"
"1197","Colombia",5.78,"Chicken Fillets (1 kg), Markets"
"1198","Colombia",2.82,"Apples (1 kg), Markets"
"1199","Colombia",1.43,"Oranges (1 kg), Markets"
"1200","Colombia",1.15,"Potatoes (1 kg), Markets"
"1201","Colombia",0.91,"Lettuce (1 Head), Markets"
"1202","Colombia",1.75,"Cappuccino (Regular Size), Restaurants"
"1203","Colombia",1.26,"White Rice (1 kg), Markets"
"1204","Colombia",1.38,"Tomatoes (1 kg), Markets"
"1205","Colombia",1.11,"Bananas (1 kg), Markets"
"1206","Colombia",1.28,"Onions (1 kg), Markets"
"1207","Colombia",8.28,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1208","Comoros",6.4,"Meal at an Inexpensive Restaurant, Restaurants"
"1209","Comoros",19.5,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"1210","Comoros",8.28,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"1211","Comoros",1.08,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1212","Comoros",1.94,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1213","Comoros",1.04,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1214","Comoros",0.67,"Bottled Water (0.33 Liter), Restaurants"
"1215","Comoros",4.48,"Milk (Regular, 1 Liter), Markets"
"1216","Comoros",0.59,"Fresh White Bread (500 g Loaf), Markets"
"1217","Comoros",5.22,"Eggs (12, Large Size), Markets"
"1218","Comoros",8.01,"Local Cheese (1 kg), Markets"
"1219","Comoros",1.35,"Bottled Water (1.5 Liter), Markets"
"1220","Comoros",17.47,"Bottle of Wine (Mid-Range), Markets"
"1221","Comoros",0.99,"Domestic Beer (0.5 Liter Bottle), Markets"
"1222","Comoros",6.99,"Imported Beer (0.33 Liter Bottle), Markets"
"1223","Comoros",5.24,"Apples (1 kg), Markets"
"1224","Comoros",4.68,"Potatoes (1 kg), Markets"
"1225","Comoros",2.33,"Lettuce (1 Head), Markets"
"1226","Comoros",1.83,"Cappuccino (Regular Size), Restaurants"
"1227","Comoros",1.77,"White Rice (1 kg), Markets"
"1228","Comoros",4.29,"Tomatoes (1 kg), Markets"
"1229","Comoros",3.21,"Onions (1 kg), Markets"
"1230","Comoros",12.86,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1231","Cook Islands",11.54,"Meal at an Inexpensive Restaurant, Restaurants"
"1232","Cook Islands",57.68,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"1233","Cook Islands",8.65,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"1234","Cook Islands",6.34,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1235","Cook Islands",5.19,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1236","Cook Islands",2.45,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1237","Cook Islands",2.31,"Bottled Water (0.33 Liter), Restaurants"
"1238","Cook Islands",2.02,"Milk (Regular, 1 Liter), Markets"
"1239","Cook Islands",3.01,"Fresh White Bread (500 g Loaf), Markets"
"1240","Cook Islands",5.57,"Eggs (12, Large Size), Markets"
"1241","Cook Islands",9.42,"Local Cheese (1 kg), Markets"
"1242","Cook Islands",3.17,"Bottled Water (1.5 Liter), Markets"
"1243","Cook Islands",11.54,"Bottle of Wine (Mid-Range), Markets"
"1244","Cook Islands",3.46,"Domestic Beer (0.5 Liter Bottle), Markets"
"1245","Cook Islands",4.76,"Imported Beer (0.33 Liter Bottle), Markets"
"1246","Cook Islands",14.42,"Cigarettes (Pack of 20, Marlboro), Markets"
"1247","Cook Islands",7.5,"Chicken Fillets (1 kg), Markets"
"1248","Cook Islands",2.87,"Apples (1 kg), Markets"
"1249","Cook Islands",3.45,"Oranges (1 kg), Markets"
"1250","Cook Islands",2.31,"Potatoes (1 kg), Markets"
"1251","Cook Islands",2.02,"Lettuce (1 Head), Markets"
"1252","Cook Islands",3.97,"Cappuccino (Regular Size), Restaurants"
"1253","Cook Islands",1.59,"White Rice (1 kg), Markets"
"1254","Cook Islands",6.06,"Tomatoes (1 kg), Markets"
"1255","Cook Islands",2.31,"Bananas (1 kg), Markets"
"1256","Cook Islands",1.82,"Onions (1 kg), Markets"
"1257","Cook Islands",8.65,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1258","Costa Rica",10.2,"Meal at an Inexpensive Restaurant, Restaurants"
"1259","Costa Rica",56.51,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"1260","Costa Rica",10.2,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"1261","Costa Rica",3.06,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1262","Costa Rica",4.49,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1263","Costa Rica",2.13,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1264","Costa Rica",1.73,"Bottled Water (0.33 Liter), Restaurants"
"1265","Costa Rica",2.17,"Milk (Regular, 1 Liter), Markets"
"1266","Costa Rica",3.24,"Fresh White Bread (500 g Loaf), Markets"
"1267","Costa Rica",3.49,"Eggs (12, Large Size), Markets"
"1268","Costa Rica",9.54,"Local Cheese (1 kg), Markets"
"1269","Costa Rica",2.59,"Bottled Water (1.5 Liter), Markets"
"1270","Costa Rica",15.6,"Bottle of Wine (Mid-Range), Markets"
"1271","Costa Rica",2.43,"Domestic Beer (0.5 Liter Bottle), Markets"
"1272","Costa Rica",2.94,"Imported Beer (0.33 Liter Bottle), Markets"
"1273","Costa Rica",5.1,"Cigarettes (Pack of 20, Marlboro), Markets"
"1274","Costa Rica",9.64,"Chicken Fillets (1 kg), Markets"
"1275","Costa Rica",4.71,"Apples (1 kg), Markets"
"1276","Costa Rica",3.36,"Oranges (1 kg), Markets"
"1277","Costa Rica",3.05,"Potatoes (1 kg), Markets"
"1278","Costa Rica",1.05,"Lettuce (1 Head), Markets"
"1279","Costa Rica",4.06,"Cappuccino (Regular Size), Restaurants"
"1280","Costa Rica",2.51,"White Rice (1 kg), Markets"
"1281","Costa Rica",3.16,"Tomatoes (1 kg), Markets"
"1282","Costa Rica",1.58,"Bananas (1 kg), Markets"
"1283","Costa Rica",2.87,"Onions (1 kg), Markets"
"1284","Costa Rica",13.62,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1285","Croatia",13.97,"Meal at an Inexpensive Restaurant, Restaurants"
"1286","Croatia",69.87,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"1287","Croatia",9.32,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"1288","Croatia",4.08,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1289","Croatia",4.66,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1290","Croatia",3.13,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1291","Croatia",2.45,"Bottled Water (0.33 Liter), Restaurants"
"1292","Croatia",1.25,"Milk (Regular, 1 Liter), Markets"
"1293","Croatia",1.68,"Fresh White Bread (500 g Loaf), Markets"
"1294","Croatia",3.87,"Eggs (12, Large Size), Markets"
"1295","Croatia",12.23,"Local Cheese (1 kg), Markets"
"1296","Croatia",1.32,"Bottled Water (1.5 Liter), Markets"
"1297","Croatia",8.15,"Bottle of Wine (Mid-Range), Markets"
"1298","Croatia",1.73,"Domestic Beer (0.5 Liter Bottle), Markets"
"1299","Croatia",2.21,"Imported Beer (0.33 Liter Bottle), Markets"
"1300","Croatia",5.82,"Cigarettes (Pack of 20, Marlboro), Markets"
"1301","Croatia",10.04,"Chicken Fillets (1 kg), Markets"
"1302","Croatia",1.85,"Apples (1 kg), Markets"
"1303","Croatia",1.99,"Oranges (1 kg), Markets"
"1304","Croatia",1.39,"Potatoes (1 kg), Markets"
"1305","Croatia",1.28,"Lettuce (1 Head), Markets"
"1306","Croatia",2.61,"Cappuccino (Regular Size), Restaurants"
"1307","Croatia",3.14,"White Rice (1 kg), Markets"
"1308","Croatia",2.66,"Tomatoes (1 kg), Markets"
"1309","Croatia",1.74,"Bananas (1 kg), Markets"
"1310","Croatia",1.29,"Onions (1 kg), Markets"
"1311","Croatia",13.07,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1312","Cuba",6,"Meal at an Inexpensive Restaurant, Restaurants"
"1313","Cuba",25,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"1314","Cuba",6.68,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"1315","Cuba",2,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1316","Cuba",2.72,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1317","Cuba",1.84,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1318","Cuba",1.22,"Bottled Water (0.33 Liter), Restaurants"
"1319","Cuba",2.76,"Milk (Regular, 1 Liter), Markets"
"1320","Cuba",1.23,"Fresh White Bread (500 g Loaf), Markets"
"1321","Cuba",3.25,"Eggs (12, Large Size), Markets"
"1322","Cuba",5.94,"Local Cheese (1 kg), Markets"
"1323","Cuba",1.01,"Bottled Water (1.5 Liter), Markets"
"1324","Cuba",10,"Bottle of Wine (Mid-Range), Markets"
"1325","Cuba",1.9,"Domestic Beer (0.5 Liter Bottle), Markets"
"1326","Cuba",2.12,"Imported Beer (0.33 Liter Bottle), Markets"
"1327","Cuba",3.5,"Cigarettes (Pack of 20, Marlboro), Markets"
"1328","Cuba",5.38,"Chicken Fillets (1 kg), Markets"
"1329","Cuba",4.46,"Apples (1 kg), Markets"
"1330","Cuba",1.65,"Oranges (1 kg), Markets"
"1331","Cuba",1.79,"Potatoes (1 kg), Markets"
"1332","Cuba",0.92,"Lettuce (1 Head), Markets"
"1333","Cuba",1.66,"Cappuccino (Regular Size), Restaurants"
"1334","Cuba",2.11,"White Rice (1 kg), Markets"
"1335","Cuba",1.64,"Tomatoes (1 kg), Markets"
"1336","Cuba",1.15,"Bananas (1 kg), Markets"
"1337","Cuba",2.37,"Onions (1 kg), Markets"
"1338","Cuba",10.61,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"1339","Curacao",15.88,"Meal at an Inexpensive Restaurant, Restaurants"
"1340","Curacao",78.21,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"1341","Curacao",10.06,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"1342","Curacao",5.79,"Domestic Draft Beer (0.5 Liter), Restaurants"
"1343","Curacao",5.03,"Imported Beer (0.33 Liter Bottle), Restaurants"
"1344","Curacao",2.99,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"1345","Curacao",1.76,"Bottled Water (0.33 Liter), Restaurants"
"1346","Curacao",1.66,"Milk (Regular, 1 Liter), Markets"
"1347","Curacao",2.32,"Fresh White Bread (500 g Loaf), Markets"
"1348","Curacao",3.76,"Eggs (12, Large Size), Markets"
"1349","Curacao",16.72,"Local Cheese (1 kg), Markets"
"1350","Curacao",2.58,"Bottled Water (1.5 Liter), Markets"
"1351","Curacao",13.97,"Bottle of Wine (Mid-Range), Markets"
"1352","Curacao",2.51,"Domestic Beer (0.5 Liter Bottle), Markets"
"1353","Curacao",2.2,"Imported Beer (0.33 Liter Bottle), Markets"
